================ Training Loss (Mon Jan 18 07:53:36 2021) ================
(epoch: 1, iters: 100, time: 0.392, data: 5.244) D_A: 0.293 G_A: 0.333 cycle_A: 2.763 idt_A: 1.644 D_B: 0.371 G_B: 0.409 cycle_B: 3.518 idt_B: 1.470 
(epoch: 1, iters: 200, time: 0.421, data: 0.001) D_A: 0.367 G_A: 0.590 cycle_A: 3.797 idt_A: 0.979 D_B: 0.267 G_B: 0.370 cycle_B: 2.261 idt_B: 1.543 
(epoch: 1, iters: 300, time: 0.410, data: 0.001) D_A: 0.209 G_A: 0.392 cycle_A: 2.160 idt_A: 1.136 D_B: 0.320 G_B: 0.291 cycle_B: 2.205 idt_B: 1.065 
(epoch: 1, iters: 400, time: 0.749, data: 0.000) D_A: 0.249 G_A: 0.379 cycle_A: 2.796 idt_A: 0.852 D_B: 0.252 G_B: 0.322 cycle_B: 2.476 idt_B: 1.647 
(epoch: 1, iters: 500, time: 0.372, data: 0.001) D_A: 0.291 G_A: 0.335 cycle_A: 2.075 idt_A: 1.328 D_B: 0.222 G_B: 0.466 cycle_B: 2.432 idt_B: 0.688 
(epoch: 1, iters: 600, time: 0.382, data: 0.001) D_A: 0.422 G_A: 0.360 cycle_A: 1.719 idt_A: 0.684 D_B: 0.356 G_B: 0.465 cycle_B: 1.458 idt_B: 0.754 
(epoch: 1, iters: 700, time: 0.422, data: 0.001) D_A: 0.185 G_A: 0.231 cycle_A: 2.216 idt_A: 0.482 D_B: 0.192 G_B: 0.523 cycle_B: 1.183 idt_B: 1.038 
================ Training Loss (Mon Jan 18 12:56:02 2021) ================
(epoch: 1, iters: 100, time: 0.395, data: 5.069) D_A: 0.219 G_A: 0.432 cycle_A: 2.908 idt_A: 1.068 D_B: 0.292 G_B: 0.337 cycle_B: 2.228 idt_B: 1.204 
(epoch: 1, iters: 200, time: 0.407, data: 0.001) D_A: 0.241 G_A: 0.287 cycle_A: 3.225 idt_A: 1.181 D_B: 0.430 G_B: 0.570 cycle_B: 2.462 idt_B: 1.070 
(epoch: 1, iters: 300, time: 0.409, data: 0.001) D_A: 0.200 G_A: 0.508 cycle_A: 1.836 idt_A: 2.101 D_B: 0.346 G_B: 0.198 cycle_B: 3.946 idt_B: 0.837 
================ Training Loss (Mon Jan 18 15:05:32 2021) ================
(epoch: 1, iters: 100, time: 0.393, data: 5.178) D_A: 0.219 G_A: 0.290 cycle_A: 2.398 idt_A: 0.897 D_B: 0.291 G_B: 0.431 cycle_B: 2.291 idt_B: 1.135 
(epoch: 1, iters: 200, time: 0.413, data: 0.001) D_A: 0.280 G_A: 0.193 cycle_A: 2.376 idt_A: 1.771 D_B: 0.301 G_B: 0.201 cycle_B: 3.932 idt_B: 1.132 
(epoch: 1, iters: 300, time: 0.445, data: 0.001) D_A: 0.207 G_A: 0.292 cycle_A: 2.809 idt_A: 0.734 D_B: 0.508 G_B: 0.353 cycle_B: 1.628 idt_B: 1.309 
(epoch: 1, iters: 400, time: 0.892, data: 0.001) D_A: 0.309 G_A: 0.234 cycle_A: 3.203 idt_A: 0.743 D_B: 0.200 G_B: 0.262 cycle_B: 2.263 idt_B: 1.380 
(epoch: 1, iters: 500, time: 0.416, data: 0.001) D_A: 0.322 G_A: 0.241 cycle_A: 1.478 idt_A: 1.023 D_B: 0.237 G_B: 0.397 cycle_B: 2.161 idt_B: 0.662 
